Date,PMID,Passage,Data
20181220,25797238,"The present study included a total of 60 healthy, right-handed neurotypical individuals from the publically available Autism Brain Imaging Data Exchange (ABIDE; http://fcon_1000.projects.nitrc.org/indi/abide/).",fcon_1000.projects
20190105,25809799,"To aid in dissemination and continued use of this data, all of the genetic, molecular, and clinical data from this study are publicly available through dbGaP (), a database of genotypes and phenotypes managed by the National Library of Medicine.",dbgap
20190105,25809799,"Following extensive quality control (QC), all deidentified genomic and clinical data is deposited into dbGaP for use by researchers worldwide.",dbgap
20190105,25809799,"Clinical data, biospecimens, and molecular analysis of GTEx samples are available to the research community through the GTEx portal and dbGaP ( and ).",dbgap
20190105,25809799,"At this early juncture in the study, over 175 researchers have downloaded the available data from the dbGaP database and research grants have been awarded to investigators to conduct further genetic analyses.",dbgap
20190105,25809799,"While data generated from RNAseq and eQTL analysis is available for qualified investigators through dbGaP, additional information about the samples, limited donor characteristics, and eQTL data is available through the GTEx portal ().",dbgap
20190105,25809799,"The use of these biospecimens, especially when combined with data in dbGaP will increase the overall understanding of human biology.",dbgap
20181206,25812717,"In conclusion, our results present a novel inference technique to be implemented in the genetic imaging analysis software like SOLAR-Eclipse(http://www.nitrc.org/projects/se_linux).",nitrc
20181219,25819347,Group independent component analysis (ICA) was performed using the GIFT toolbox(http://www.nitrc.org/projects/gift/) to parcellate the whole brain into elementary components.,nitrc
20181218,26025292,"Finally, we will develop companion software for FVGWAS and release it to the public through http://www.nitrc.org/ and http://www.bios.unc.edu/research/bias.",nitrc
20181218,26025292,“Data used in the preparation of this article were obtained from the Alzheimer's Disease Neuroimaging Initiative (ADNI) database (adni.loni.usc.edu).,loni.usc.edu
20181218,26025292,"The brain MRI data were provided by the ADNI database, which can be downloaded from http://adni.loni.usc.edu/.",loni.usc.edu
20181221,26032887,The source code underlying the CBFBIRN data repository and workflows management system is available on the Neuroimaging Informatics Tools and Resource Clearinghouse (NITRC) site (http://www.nitrc.org/projects/cbfdap).,nitrc
20181221,26032887,We also have registered the CBFBIRN as a resource on NITRC (http://www.nitrc.org/projects/cbfbirn).,nitrc
20181221,26032887,"With the public release of the source code for the CBFBIRN system framework via NITRC, neuroinformatics researchers can not only replicate the system we have implemented, but can also adapt and extend it for many applications where a web-based database with data management and processing capabilities is desirable.",nitrc
20181221,26032888,"NUNDA is powered by the Extensible Neuroimaging Archive Toolkit (XNAT, http://xnat.org, RRID: nif-0000-00531), an open source imaging informatics platform.",xnat.org
20181221,26032888,"Also, there exist a number of XNAT installations (for example, XNAT Central - https://central.xnat.org, RRID: nif-0000-04375)3 that do offer open access projects wherein data are available to anyone.",xnat.org
20181221,26032888,"XNAT anonymization scripts (https://wiki.xnat.org/display/XNAT16/Anonymization), which can be edited from the NUNDA web portal, control this procedure.",xnat.org
20181218,26033168,"compared Advanced Normalization Tools (ANTs, http://stnava.github.io/ANTs/) and FreeSurfer in terms of reliability and prediction performance and showed that both ANTs and FreeSurfer had high cortical thickness reliability.",github
20181221,26033425,"This dataset has been sequenced as part of the ARRA Autism Sequencing Collaboration (AASC), and is publicly available through dbGAP.",dbgap
20181221,26037527,"Code to implement these methods, as well as to conduct the simulation, is available in an online appendix (http://ywebbvar.github.io/PS_MIEC/).",github
20181221,26037527,More details on the latter two simulations are provided in the e-appendix (available at http://ywebbvar.github.io/PS_MIEC/).,github
20181221,26037527,Full details are provided in the e-appendix (available at http://ywebbvar.github.io/PS_MIEC/).,github
20181221,26044860,"The Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC – www.nitrc.org) suite of services include a resources registry, image repository and a cloud computational environment to meet the needs of the neuroimaging researcher.",nitrc
20181221,26044860,"NITRC provides image-sharing functionality through both the NITRC Resource Registry (NITRC-R), where bulk data files can be released through the file release system (FRS), and the NITRC Image Repository (NITRC-IR), a XNAT-based image data management system.",nitrc
20181221,26044860,"Currently hosting 14 projects, 6845 subjects, and 8285 MRI imaging sessions, NITRC-IR provides a large array of structural, diffusion and resting state MRI data.",nitrc
20181221,26044860,"Designed to be flexible about management of data access policy, NITRC provides a simple, free, NIH-funded service to support resource sharing in general, and image sharing in particular.",nitrc
20181221,26044860,"The Neuroimaging Informatics Tools and Resources Clearinghouse (NITRC www.nitrc.org) suite of services include a resources registry, image repository and a cloud computational environment to meet the needs of the neuroimaging researcher.",nitrc
20181221,26044860,"NITRC has been funded by contract with NIH Blueprint for Neuroscience Research as well as four NIH institutes1,2 since 2006.",nitrc
20181221,26044860,"NITRC’s mission is to facilitate sharing, through the finding and comparing all ‘resources’ for neuroimaging research.",nitrc
20181221,26044860,"By enhancing discoverability, NITRC strives to promote reuse, reduce duplication, and enhance quality in neuroscience research.",nitrc
20181221,26044860,NITRC provides a triad of core services to the community.,nitrc
20181221,26044860,The key building block of NITRC is the Resources Registry (NITRC-R).,nitrc
20181221,26044860,"Each NITRC project has a homepage that describes the resource, provides a standard set of resource characteristics (i.e.",nitrc
20181221,26044860,"While NITRC provides wikis, source code management, file hosting (via a File Release System (FRS)), trackers and forum support, etc.",nitrc
20181221,26044860,"Visitors to the NITRC site can search for resources based on keywords, free text and specific capabilities in order to find relevant resources",nitrc
20181221,26044860,"The NITRC Image Repository (NITRC-IR) provides an image database sharing infrastructure for images and related data that can be closely integrated with the NITRC-R resources in order to better, support, promote, and manage data sharing functions for NITRC-hosted projects.",nitrc
20181221,26044860,"In order to support a database-centric mode of data sharing, we introduced the NITRC Image Repository (NITRC-IR) 3.",nitrc
20181221,26044860,Completing the NITRC triad of services is the NITRC Computational Environment (NITRC-CE).,nitrc
20181221,26044860,"NITRC-CE preinstalls a number of popular NITRC-listed neuroimaging tools (such as FreeSurfer, FSL, AFNI, etc; see4 for a complete listing) into a standardized computational environment.",nitrc
